Name,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Admission,Price,Age Range,Features,Type,Date Added,Rating,Review Count,Latitude,Longitude,Full Address,Geocoded,Re-Geocode,Logo,Featured
Clayton County International Park,"Clayton County International Park is a sprawling 200-acre park in Jonesboro featuring trails, fishing lakes, swimming areas, and waterslides. The venue offers picnic areas, barbecue grills, a playground, and a dog park, along with restrooms and wheelchair-accessible entrances and parking. Free parking is available, and the park accepts credit and debit cards. It is open daily.",2300 Hwy 138 SE,Jonesboro,Georgia,30236,(770) 473-5425,http://www.claytonparks.com/,"https://www.google.com/maps/place/Clayton+County+International+Park/@33.5352712,-84.31534359999999,14z/data=!4m8!1m2!2m1!1sClayton+County+International+Park!3m4!1s0x88f4f901061d8f33:0x84cb74713fb8eb22!8m2!3d33.5352712!4d-84.31534359999999",/static/images/clayton-county-international-park-jonesboro.jpg,Daily: 8AM–9PM,,,"Families,Kids,Toddlers","Park,Recreation center",,2/26/2026,4.5,,33.5352712,-84.3153436,,checked,,https://lh4.googleusercontent.com/-J3c_J7xcF4I/AAAAAAAAAAI/AAAAAAAAAAA/Jz2kIGOrHMI/s44-p-k-no-ns-nd/photo.jpg,
Cobblestones Water Park,"Cobblestones Water Park in Glen Allen operates a large concrete swimming pool and is open Tuesday through Sunday, 10 AM to 5:30 PM, with seasonal variations (weekends only from late August through Labor Day). The facility charges $85 per person for season passes (reduced to $40 after mid-July) and offers group rates of $13 per person for parties of 15 or more on weekdays. An event deck with six rentable sections is available for private celebrations, and the park includes restrooms and picnic areas. Originally established in the 1950s as Overhill Lake, the park was rebranded and renovated in 2005.",13131 Overhill Lake Ln,Glen Allen,Virginia,23059,(804) 798-6819,http://www.cobblestonespark.com/,"https://www.google.com/maps/place/Cobblestones+Water+Park/@37.6909525,-77.5515368,14z/data=!4m8!1m2!2m1!1sCobblestones+Water+Park!3m4!1s0x89b13f9caf2d1ccb:0xe1e78d2c4962e9bd!8m2!3d37.6909525!4d-77.5515368",/static/images/cobblestones-water-park-glen-allen.jpg,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: 10AM–5:30PM
Sunday: 10AM–5:30PM",,,"Families,Kids","Park,Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.3,867.0,37.6909525,-77.5515368,,checked,,https://lh6.googleusercontent.com/-BJKI6IbGcZg/AAAAAAAAAAI/AAAAAAAAAAA/WYI8lzUWkyo/s44-p-k-no-ns-nd/photo.jpg,
Colby City Aquatic Park,"Colby City Aquatic Park is a public swimming facility in Colby, Kansas, open daily with extended hours on weekends. The pool operates Sunday from 12:30 to 7 PM and Monday through Saturday from 12:30 to 6 PM, with an additional hour on Saturday evenings. This venue caters to families and children seeking a local swimming destination.",1610 S Franklin Ave,Colby,Kansas,67701,(785) 460-4429,https://www.cityofcolbyks.gov/268/Colby-Aquatic-Park,"https://www.google.com/maps/place/Colby+City+Aquatic+Park/@39.374254799999996,-101.0468095,14z/data=!4m8!1m2!2m1!1sColby+City+Aquatic+Park!3m4!1s0x870acbddb275ea8b:0xb94097ac0892521b!8m2!3d39.374254799999996!4d-101.0468095",/static/images/colby-city-aquatic-park-colby.jpg,"Sunday: 12:30–7PM
Monday: 12:30–6PM
Tuesday: 12:30–6PM
Wednesday: 12:30–6PM
Thursday: 12:30–6PM
Friday: 12:30–6PM
Saturday: 12:30–7PM",,,"Families,Kids",Public swimming pool,,2/26/2026,4.4,100.0,39.3742548,-101.0468095,,checked,,https://lh5.googleusercontent.com/-LTcuWcLeJqs/AAAAAAAAAAI/AAAAAAAAAAA/BDi_MxjjfvA/s44-p-k-no-ns-nd/photo.jpg,
Collinsville Aqua Park,"Collinsville Aqua Park is an all-ages outdoor water park in Collinsville, Illinois, featuring swimming, surfing, sliding, climbing, and a lazy river. The facility offers restrooms, an on-site restaurant, lockers, and cabana rentals, along with an adjacent playground and party services. Wheelchair-accessible entrances, parking, and restrooms are available, and active-military discounts are provided. Advance ticket purchase is recommended for this paid facility.",10 Gateway Dr,Collinsville,Illinois,62234,(618) 346-4571,http://www.collinsvilleaquapark.com/,"https://www.google.com/maps/place/Collinsville+Aqua+Park/@38.6827658,-90.01958289999999,14z/data=!4m8!1m2!2m1!1sCollinsville+Aqua+Park!3m4!1s0x87df5512fbd5e83f:0xf628cecac81eaae6!8m2!3d38.6827658!4d-90.01958289999999",/static/images/collinsville-aqua-park-collinsville.jpg,,Paid,,"Families,Kids","Water park,Public swimming pool,Tourist attraction",,2/26/2026,4.3,760.0,38.6827658,-90.0195829,,checked,,https://lh4.googleusercontent.com/-AJB6tXKRf1M/AAAAAAAAAAI/AAAAAAAAAAA/lPlwCHfbc6g/s44-p-k-no-ns-nd/photo.jpg,
Coppermine Cascade Park,"Meadowbrook has it all… indoor & outdoor pools, a splash pad, aquatic classes, fitness, recreational & competitive swim teams, Pickleball, & more! Come see why Meadowbrook is the premier choice in Mt. Washington! Memberships are available for individuals, seniors, couples, & families.",2844 Snydersburg Rd,Hampstead,Maryland,21074,(410) 374-9111,https://www.gocoppermine.com/coppermine/coppermine-cascade-park/,"https://www.google.com/maps/place/Coppermine+Cascade+Park/@39.6180077,-76.89321919999999,14z/data=!4m8!1m2!2m1!1sCoppermine+Cascade+Park!3m4!1s0x89c8411075d56e71:0xd9bd789ffb54395e!8m2!3d39.6180077!4d-76.89321919999999",/static/images/coppermine-cascade-park-hampstead.jpg,Daily: 9AM–5PM,,,"Families,Kids","Park,Recreation center,Picnic ground,Swimming pool",,2/26/2026,4.1,159.0,39.6180077,-76.8932192,,checked,,https://lh4.googleusercontent.com/-iMe60G7v4lY/AAAAAAAAAAI/AAAAAAAAAAA/klqn5-3GF_U/s44-p-k-no-ns-nd/photo.jpg,
Coral Cove Water Park,"Coral Cove Water Park in Carol Stream features body slides, a splash pad with spray play structures, a zero-depth entry pool, a diving board, and a dry playground area. The park operates Saturdays and Sundays from noon to 5 PM during the season and welcomes groups, birthday parties, and private rentals. Winfield residents can purchase discounted season and daily passes, with season passes available at local recreation centers. Facilities include picnic areas and restrooms.",849 W Lies Rd,Carol Stream,Illinois,60188,(630) 784-6100,https://www.csparks.org/coral-cove/,"https://www.google.com/maps/place/Coral+Cove+Water+Park/@41.931059399999995,-88.149343,14z/data=!4m8!1m2!2m1!1sCoral+Cove+Water+Park!3m4!1s0x880faa93356c4c6f:0x9bfa759c51d0ca15!8m2!3d41.931059399999995!4d-88.149343",/static/images/coral-cove-water-park-carol-stream.jpg,"Sunday: 12–5PM
Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: 12–5PM",,,"Families,Kids","Picnic Area,Restrooms,Water park",Water Park,2/26/2026,4.4,192.0,41.9310594,-88.1493430,,checked,,https://lh3.googleusercontent.com/-v0FwnSvFv08/AAAAAAAAAAI/AAAAAAAAAAA/NTSmcrKRx-0/s44-p-k-no-ns-nd/photo.jpg,
Cowabunga Bay Water Park,"Cowabunga Bay is a seasonal water park in Henderson featuring a wave pool, multiple slides, a lazy river, and a dedicated kids' area. The facility offers on-site dining and a bar, along with amenities including restrooms, lockers, cabana rentals, and picnic areas. Wheelchair-accessible entrances and parking are available at no charge, and the park accepts credit cards, debit cards, and mobile payments. Advance ticket purchase is recommended, and the venue hosts live performances and offers party services.",900 Galleria Dr,Henderson,Nevada,89011,(725) 267-2262,http://cowabungavegas.com/,"https://www.google.com/maps/place/Cowabunga+Bay+Water+Park/@36.0721665,-115.0252184,14z/data=!4m8!1m2!2m1!1sCowabunga+Bay+Water+Park!3m4!1s0x80c8d0ea40d0747d:0x8fb513dea3bebd75!8m2!3d36.0721665!4d-115.0252184",https://cowabungavegas.com/wp-content/uploads/2026/03/cbv-mayhem-savings-21x9-1.jpg,,Paid,,"Families,Kids","Park,Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.3,5337.0,36.0721665,-115.0252184,,checked,,https://lh5.googleusercontent.com/-8UGjWSO3p5M/AAAAAAAAAAI/AAAAAAAAAAA/7mtFd3BIDmU/s44-p-k-no-ns-nd/photo.jpg,checked
Cowabunga Canyon Waterpark,"Cowabunga Canyon is a water park located at 7055 S Fort Apache Road in Las Vegas that operates seasonally from May through April. The facility offers season passes for $114.99 that provide unlimited visits during the 2026 summer season, free parking, discounted food and merchandise, and priority entrance. The park features picnic areas, restrooms, and on-site amenities including food service and retail shops. Individual day tickets are also available for purchase through the park's website.",7055 S Fort Apache Rd,Las Vegas,Nevada,89148,(725) 267-2277,https://cowabungavegas.com/canyon/,"https://www.google.com/maps/place/Cowabunga+Canyon+Waterpark/@36.0598896,-115.3004193,14z/data=!4m8!1m2!2m1!1sCowabunga+Canyon+Waterpark!3m4!1s0x80c8b9b6745358d1:0xeb01204ce14082c9!8m2!3d36.0598896!4d-115.3004193",/static/images/cowabunga-canyon-waterpark-las-vegas.jpg,,Paid,,"Families,Kids","Amusement park,Picnic Area,Restrooms,Theme park,Tourist attraction,Water park",Water Park,2/26/2026,4.0,719.0,36.0598896,-115.3004193,,checked,,https://lh4.googleusercontent.com/-jSwFS0mRUx4/AAAAAAAAAAI/AAAAAAAAAAA/g337a4GrUDk/s44-p-k-no-ns-nd/photo.jpg,
Cranberry Township Community Waterpark,"Cranberry Township Community Waterpark features two splash pads—one designed for toddlers and another for older children—along with a range of additional aquatic amenities including a diving board, water slide, climbing wall, and dump bucket. The facility operates within North Boundary Park and includes eight 25-meter lap lanes, a wading pool area, lounge chairs, a sun deck, and access to picnic tables and umbrellas. Beyond water play, the park provides a playground, sand volleyball court, concession stand, and restrooms, with the broader park also offering hiking trails and a disc golf course.",450 N Boundary Park Dr,Cranberry Twp,Pennsylvania,16066,(724) 779-4386,https://www.cranberry4fun.com/Waterpark,"https://www.google.com/maps/place/Cranberry+Township+Community+Waterpark/@40.721218,-80.085268,14z/data=!4m8!1m2!2m1!1sCranberry+Township+Community+Waterpark!3m4!1s0x883487904b67d21b:0x923873b5c2f0aaa0!8m2!3d40.721218!4d-80.085268",/static/images/cranberry-township-community-waterpark-cranberry-twp.jpg,,,,"Families,Kids","Hiking area,Park,Picnic Area,Playground,Public swimming pool,Restrooms,Snack bar",Water Park,2/26/2026,4.6,305.0,40.7212180,-80.0852680,,checked,,https://lh4.googleusercontent.com/-gCKbvGoCIxI/AAAAAAAAAAI/AAAAAAAAAAA/qzGE2c51wc0/s44-p-k-no-ns-nd/photo.jpg,
Crestwood Aquatic Center,"Crestwood Aquatic Center, located in Whitecliff Park, operates as a membership-based facility featuring a 25-yard by 25-meter lap pool with diving boards, a large flume slide, climbing wall, family play pool with three slides and interactive features, lazy river, lily pad challenge obstacle course, and zero-depth beach entry. Daily admission starts at $8 for residents and $14 for nonresidents (half price after 4:30 p.m.), with season passes available for individuals and families; children under 3 are free. The facility includes restrooms and a concession stand, with family changing rooms available on-site.",9249 Whitecliff Pk Ln,Crestwood,Missouri,63126,(314) 729-4870,https://www.cityofcrestwood.org/187/Aquatic-Center,"https://www.google.com/maps/place/Crestwood+Aquatic+Center/@38.5541304,-90.3674444,14z/data=!4m8!1m2!2m1!1sCrestwood+Aquatic+Center!3m4!1s0x87d8cea53e0a5ad7:0x1312d302181f75f2!8m2!3d38.5541304!4d-90.3674444",/static/images/crestwood-aquatic-center-crestwood.jpg,,,,"All Ages,Families,Kids","Restrooms,Swimming pool",Aquatic Center,2/26/2026,4.6,80.0,38.5541304,-90.3674444,,checked,,https://lh3.googleusercontent.com/-mkSjlcJKzEk/AAAAAAAAAAI/AAAAAAAAAAA/JTugKpta9L8/s44-p-k-no-ns-nd/photo.jpg,
Crystal Beach Waterpark,"Crystal Beach Waterpark in Woodward, Oklahoma is an all-ages water park with pools and slides. The facility provides restrooms, food service, and picnic areas, along with an adjacent playground for additional recreation. Wheelchair-accessible entrances and parking are available, and the venue accepts credit and debit cards. Party services are offered, and the park operates daily.",305 Temple Houston Dr,Woodward,Oklahoma,73801,(580) 256-2874,http://www.crystalbeachwoodward.com/,"https://www.google.com/maps/place/Crystal+Beach+Waterpark/@36.4256101,-99.3748007,14z/data=!4m8!1m2!2m1!1sCrystal+Beach+Waterpark!3m4!1s0x87a8c55a1ac0f001:0x3eff3251b9b6dd11!8m2!3d36.4256101!4d-99.3748007",/static/images/crystal-beach-waterpark-woodward.jpg,Daily: 1–7PM,,,"Families,Kids","Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.6,305.0,36.4256101,-99.3748007,,checked,,https://lh5.googleusercontent.com/-j61AfrvEChU/AAAAAAAAAAI/AAAAAAAAAAA/OgMWtIjLZb0/s44-p-k-no-ns-nd/photo.jpg,
Crystal Springs Family Waterpark,"Crystal Springs Family Waterpark in East Brunswick is New Jersey's first municipal waterpark, featuring an activity pool, family pool, kiddie pool, lap pool, lazy river, recreational pool, spray park, and water slides. The facility operates weekends only until June 29, then daily throughout the season, with paid admission and height requirements (visitors over 48 inches can access most areas). Amenities include a concession stand, available life jackets, accessible facilities meeting ADA standards, and picnic areas within the larger East Brunswick parks system. The park is smoke-free, alcohol-free, and glass-free, with lifeguards certified through StarGuard ELITE.",380 Dunhams Corner Rd,East Brunswick,New Jersey,8816,(732) 390-6833,https://www.eastbrunswick.org/crystalsprings,"https://www.google.com/maps/place/Crystal+Springs+Family+Waterpark/@40.4092467,-74.44525469999999,14z/data=!4m8!1m2!2m1!1sCrystal+Springs+Family+Waterpark!3m4!1s0x89c3c58540330b89:0xa31d2006039bb23d!8m2!3d40.4092467!4d-74.44525469999999",/static/images/crystal-springs-family-waterpark-east-brunswick.jpg,,Paid,,"Families,Kids","Picnic Area,Public swimming pool,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.2,1262.0,40.4092467,-74.4452547,,checked,,https://lh4.googleusercontent.com/-yyOPE8HXpaQ/AAAAAAAAAAI/AAAAAAAAAAA/_mTPxddTDNQ/s44-p-k-no-ns-nd/photo.jpg,
Cypress Cove Family Aquatic Park,"Cypress Cove Family Aquatic Park in Woodridge features a sand play area where visitors can enjoy beach-like activities. The facility welcomes families and children with public swimming pools and water play amenities, along with restrooms and other tourist-friendly facilities.",8301 Janes Ave,Woodridge,Illinois,60517,(630) 353-3350,http://www.cypresscove.org/,"https://www.google.com/maps/place/Cypress+Cove+Family+Aquatic+Park/@41.7346848,-88.0378242,14z/data=!4m8!1m2!2m1!1sCypress+Cove+Family+Aquatic+Park!3m4!1s0x880e50786613d483:0x1b4e731ad21fa2c2!8m2!3d41.7346848!4d-88.0378242",/static/images/cypress-cove-family-aquatic-park-woodridge.jpg,,,,"Families,Kids","Public swimming pool,Restrooms,Tourist attraction,Water park",Aquatic Center,2/26/2026,4.5,843.0,41.7346848,-88.0378242,,checked,,https://lh6.googleusercontent.com/-lacNSyLUDQw/AAAAAAAAAAI/AAAAAAAAAAA/2JGDvsyRriU/s44-p-k-no-ns-nd/photo.jpg,
DelGrosso’s Amusement Park and Laguna Splash Water Park,"DelGrosso's Amusement Park includes Laguna Splash Water Park, an Italian-themed water facility featuring a lazy river, wave pool, children's play area, water slides, and interactive water structures. The water park operates seasonally as part of the larger amusement park complex in Tipton, Pennsylvania, with admission available through all-day fun passes, season passes at multiple tiers, or as an add-on to ride-only tickets. The facility offers picnic areas, restrooms, and catering options including birthday party packages. Admission pricing includes all-day passes, school group rates, and season pass tiers ranging from $85 to $125.",4352 E Pleasant Valley Blvd,Tipton,Pennsylvania,16684,(814) 684-3538,http://www.mydelgrossopark.com/,"https://www.google.com/maps/place/DelGrosso%E2%80%99s+Amusement+Park+and+Laguna+Splash+Water+Park/@40.6298189,-78.2901634,14z/data=!4m8!1m2!2m1!1sDelGrosso%E2%80%99s+Amusement+Park+and+Laguna+Splash+Water+Park!3m4!1s0x89cbf4cc7fb2bf27:0x4f3da23302cc30f7!8m2!3d40.6298189!4d-78.2901634",/static/images/delgrossos-amusement-park-and-laguna-splash-water-park-tipton.jpg,,Paid,,"Families,Kids","Amusement park,Amusement park ride,Picnic Area,Restrooms,Tourist attraction,Water park",Amusement Park,2/26/2026,4.6,5422.0,40.6298189,-78.2901634,,checked,,https://lh6.googleusercontent.com/-pQ9lrNFFpRg/AAAAAAAAAAI/AAAAAAAAAAA/YeVdE2ALigg/s44-p-k-no-ns-nd/photo.jpg,
Dorney Park & Wildwater Kingdom,"Dorney Park & Wildwater Kingdom combines an amusement park with Wildwater Kingdom, a major waterpark complex in Allentown, Pennsylvania. The facility features over 60 rides and attractions throughout the park, plus one of the largest waterparks in the Northeast, along with themed areas like Planet Snoopy for younger children. Admission is paid; the park offers season passes and special pre-K passes for young children. The venue operates seasonally and includes typical park amenities such as restrooms, picnic areas, food concessions, and entertainment options.",3830 Dorney Park Rd,Allentown,Pennsylvania,18104,(610) 395-3724,http://www.dorneypark.com/,"https://www.google.com/maps/place/Dorney+Park+%26+Wildwater+Kingdom/@40.578530099999995,-75.5326285,14z/data=!4m8!1m2!2m1!1sDorney+Park+%26+Wildwater+Kingdom!3m4!1s0x89c4309b3e647929:0x4ecce74a41b8eb22!8m2!3d40.578530099999995!4d-75.5326285",/static/images/dorney-park-wildwater-kingdom-allentown.jpg,,Paid,,"Families,Kids","Amusement park,Park,Picnic Area,Restrooms,Water park",Water Park,2/26/2026,4.4,20763.0,40.5785301,-75.5326285,,checked,,https://lh5.googleusercontent.com/-drZ62_8N7wM/AAAAAAAAAAI/AAAAAAAAAAA/EIJpQlM0Huo/s44-p-k-no-ns-nd/photo.jpg,
